FILE,BAND,FWHM
KiDS_DR3.0_141.4_2.5_i_sci.fits,i,0.80645
KiDS_DR3.0_141.4_2.5_r_sci.fits,r,0.67402
KiDS_DR3.0_141.4_2.5_u_sci.fits,u,1.09707
KiDS_DR3.0_150.1_2.2_g_sci.fits,g,1.04058
KiDS_DR3.0_150.1_2.2_i_sci.fits,i,1.03871
KiDS_DR3.0_150.1_2.2_r_sci.fits,r,0.54968
KiDS_DR3.0_150.1_2.2_u_sci.fits,u,0.73779
KiDS_DR3.0_156.0_0.5_g_sci.fits,g,0.80999
KiDS_DR3.0_156.0_0.5_i_sci.fits,i,0.79443
KiDS_DR3.0_156.0_0.5_r_sci.fits,r,0.71642
KiDS_DR3.0_156.0_0.5_u_sci.fits,u,1.14748
KiDS_DR3.0_157.0_0.5_g_sci.fits,g,0.71904
KiDS_DR3.0_157.0_0.5_i_sci.fits,i,0.72836
KiDS_DR3.0_157.0_0.5_r_sci.fits,r,0.68947
KiDS_DR3.0_157.0_0.5_u_sci.fits,u,1.08748
KiDS_DR3.0_158.0_0.5_g_sci.fits,g,0.80424
KiDS_DR3.0_158.0_0.5_i_sci.fits,i,0.79239
KiDS_DR3.0_158.0_0.5_r_sci.fits,r,0.64812
KiDS_DR3.0_158.0_0.5_u_sci.fits,u,1.22779
KiDS_DR3.0_159.0_0.5_g_sci.fits,g,0.77659
KiDS_DR3.0_159.0_0.5_i_sci.fits,i,0.7753
KiDS_DR3.0_159.0_0.5_r_sci.fits,r,0.70899
KiDS_DR3.0_159.0_0.5_u_sci.fits,u,0.96239
KiDS_DR3.0_160.0_0.5_g_sci.fits,g,0.91521
KiDS_DR3.0_160.0_0.5_i_sci.fits,i,0.68193
KiDS_DR3.0_160.0_0.5_r_sci.fits,r,0.96284
KiDS_DR3.0_160.0_0.5_u_sci.fits,u,1.03394
KiDS_DR3.0_161.0_0.5_g_sci.fits,g,0.71101
KiDS_DR3.0_161.0_0.5_i_sci.fits,i,0.82624
KiDS_DR3.0_161.0_0.5_r_sci.fits,r,0.6315
KiDS_DR3.0_161.0_0.5_u_sci.fits,u,0.93025
KiDS_DR3.0_162.0_0.5_g_sci.fits,g,0.78327
KiDS_DR3.0_162.0_0.5_i_sci.fits,i,0.64453
KiDS_DR3.0_162.0_0.5_r_sci.fits,r,0.84125
KiDS_DR3.0_162.0_0.5_u_sci.fits,u,1.13892
KiDS_DR3.0_163.0_0.5_g_sci.fits,g,0.9874
KiDS_DR3.0_163.0_0.5_i_sci.fits,i,0.61509
KiDS_DR3.0_163.0_0.5_r_sci.fits,r,0.78876
KiDS_DR3.0_163.0_0.5_u_sci.fits,u,0.78444
KiDS_DR3.0_164.0_0.5_g_sci.fits,g,0.93157
KiDS_DR3.0_164.0_0.5_i_sci.fits,i,0.85897
KiDS_DR3.0_164.0_0.5_r_sci.fits,r,0.72379
KiDS_DR3.0_164.0_0.5_u_sci.fits,u,1.11457
KiDS_DR3.0_165.0_0.5_g_sci.fits,g,1.05771
KiDS_DR3.0_165.0_0.5_i_sci.fits,i,0.90198
KiDS_DR3.0_165.0_0.5_r_sci.fits,r,0.4997
KiDS_DR3.0_165.0_0.5_u_sci.fits,u,0.80888
KiDS_DR3.0_168.0_0.5_g_sci.fits,g,0.61403
KiDS_DR3.0_168.0_0.5_i_sci.fits,i,0.60914
KiDS_DR3.0_168.0_0.5_r_sci.fits,r,0.71495
KiDS_DR3.0_168.0_0.5_u_sci.fits,u,1.02856
KiDS_DR3.0_169.0_0.5_g_sci.fits,g,0.68148
KiDS_DR3.0_169.0_0.5_i_sci.fits,i,0.7676
KiDS_DR3.0_169.0_0.5_r_sci.fits,r,0.76635
KiDS_DR3.0_169.0_0.5_u_sci.fits,u,1.11498
KiDS_DR3.0_172.5_-2.5_g_sci.fits,g,0.9189
KiDS_DR3.0_172.5_-2.5_i_sci.fits,i,0.60388
KiDS_DR3.0_172.5_-2.5_r_sci.fits,r,0.77135
KiDS_DR3.0_172.5_-2.5_u_sci.fits,u,1.09869
KiDS_DR3.0_173.0_-0.5_g_sci.fits,g,0.79667
KiDS_DR3.0_173.0_-0.5_i_sci.fits,i,0.76877
KiDS_DR3.0_173.0_-0.5_r_sci.fits,r,0.60936
KiDS_DR3.0_173.0_-0.5_u_sci.fits,u,0.95659
KiDS_DR3.0_173.5_-2.5_g_sci.fits,g,1.07133
KiDS_DR3.0_173.5_2.5_g_sci.fits,g,0.6663
KiDS_DR3.0_173.5_-2.5_i_sci.fits,i,0.85725
KiDS_DR3.0_173.5_2.5_i_sci.fits,i,0.95792
KiDS_DR3.0_173.5_-2.5_r_sci.fits,r,0.6028
KiDS_DR3.0_173.5_2.5_r_sci.fits,r,0.74617
KiDS_DR3.0_173.5_-2.5_u_sci.fits,u,1.24598
KiDS_DR3.0_173.5_2.5_u_sci.fits,u,1.06725
KiDS_DR3.0_174.0_-0.5_g_sci.fits,g,0.84501
KiDS_DR3.0_174.0_-0.5_i_sci.fits,i,1.06261
KiDS_DR3.0_174.0_-0.5_r_sci.fits,r,0.73639
KiDS_DR3.0_174.0_-0.5_u_sci.fits,u,0.94483
KiDS_DR3.0_174.0_1.5_g_sci.fits,g,0.63438
KiDS_DR3.0_174.0_1.5_i_sci.fits,i,0.80078
KiDS_DR3.0_174.0_1.5_r_sci.fits,r,0.8607
KiDS_DR3.0_174.0_1.5_u_sci.fits,u,1.0079
KiDS_DR3.0_174.5_-2.5_g_sci.fits,g,0.83609
KiDS_DR3.0_174.5_2.5_g_sci.fits,g,0.72182
KiDS_DR3.0_174.5_-2.5_i_sci.fits,i,0.76722
KiDS_DR3.0_174.5_2.5_i_sci.fits,i,0.74341
KiDS_DR3.0_174.5_-2.5_r_sci.fits,r,0.82836
KiDS_DR3.0_174.5_2.5_r_sci.fits,r,0.56349
KiDS_DR3.0_174.5_-2.5_u_sci.fits,u,0.9133
KiDS_DR3.0_174.5_2.5_u_sci.fits,u,0.82482
KiDS_DR3.0_175.0_0.5_g_sci.fits,g,0.69225
KiDS_DR3.0_175.0_0.5_i_sci.fits,i,0.89957
KiDS_DR3.0_175.0_0.5_r_sci.fits,r,0.72137
KiDS_DR3.0_175.0_0.5_u_sci.fits,u,0.85133
KiDS_DR3.0_175.5_-2.5_g_sci.fits,g,0.75907
KiDS_DR3.0_175.5_2.5_g_sci.fits,g,0.88897
KiDS_DR3.0_175.5_-2.5_i_sci.fits,i,0.78299
KiDS_DR3.0_175.5_2.5_i_sci.fits,i,1.07803
KiDS_DR3.0_175.5_-2.5_r_sci.fits,r,0.80692
KiDS_DR3.0_175.5_2.5_r_sci.fits,r,0.63878
KiDS_DR3.0_175.5_-2.5_u_sci.fits,u,1.13977
KiDS_DR3.0_175.5_2.5_u_sci.fits,u,1.03614
KiDS_DR3.0_176.0_-0.5_g_sci.fits,g,0.91375
KiDS_DR3.0_176.0_0.5_g_sci.fits,g,0.83571
KiDS_DR3.0_176.0_-0.5_i_sci.fits,i,1.02966
KiDS_DR3.0_176.0_0.5_i_sci.fits,i,1.02812
KiDS_DR3.0_176.0_-0.5_r_sci.fits,r,0.86029
KiDS_DR3.0_176.0_0.5_r_sci.fits,r,0.57449
KiDS_DR3.0_176.0_-0.5_u_sci.fits,u,1.07562
KiDS_DR3.0_176.0_0.5_u_sci.fits,u,0.8436
KiDS_DR3.0_176.0_-1.5_g_sci.fits,g,0.81141
KiDS_DR3.0_176.0_-1.5_i_sci.fits,i,0.83271
KiDS_DR3.0_176.0_-1.5_r_sci.fits,r,0.5461
KiDS_DR3.0_176.0_-1.5_u_sci.fits,u,0.9102
KiDS_DR3.0_176.5_-2.5_g_sci.fits,g,0.73095
KiDS_DR3.0_176.5_2.5_g_sci.fits,g,0.77294
KiDS_DR3.0_176.5_-2.5_i_sci.fits,i,0.90948
KiDS_DR3.0_176.5_2.5_i_sci.fits,i,1.02272
KiDS_DR3.0_176.5_-2.5_r_sci.fits,r,0.68759
KiDS_DR3.0_176.5_2.5_r_sci.fits,r,0.62421
KiDS_DR3.0_176.5_-2.5_u_sci.fits,u,0.99657
KiDS_DR3.0_176.5_2.5_u_sci.fits,u,0.97726
KiDS_DR3.0_177.0_1.5_g_sci.fits,g,0.83176
KiDS_DR3.0_177.0_1.5_i_sci.fits,i,0.83458
KiDS_DR3.0_177.0_1.5_r_sci.fits,r,0.64138
KiDS_DR3.0_177.0_1.5_u_sci.fits,u,1.09179
KiDS_DR3.0_177.5_-2.5_g_sci.fits,g,0.77066
KiDS_DR3.0_177.5_2.5_g_sci.fits,g,0.86323
KiDS_DR3.0_177.5_-2.5_i_sci.fits,i,0.98215
KiDS_DR3.0_177.5_2.5_i_sci.fits,i,0.84555
KiDS_DR3.0_177.5_-2.5_r_sci.fits,r,0.59225
KiDS_DR3.0_177.5_2.5_r_sci.fits,r,0.76125
KiDS_DR3.0_177.5_-2.5_u_sci.fits,u,1.19097
KiDS_DR3.0_177.5_2.5_u_sci.fits,u,1.08376
KiDS_DR3.0_178.0_0.5_g_sci.fits,g,0.75995
KiDS_DR3.0_178.0_0.5_i_sci.fits,i,0.87385
KiDS_DR3.0_178.0_0.5_r_sci.fits,r,0.64366
KiDS_DR3.0_178.0_0.5_u_sci.fits,u,0.67344
KiDS_DR3.0_178.0_-1.5_g_sci.fits,g,0.66604
KiDS_DR3.0_178.0_-1.5_i_sci.fits,i,0.94217
KiDS_DR3.0_178.0_-1.5_r_sci.fits,r,0.55306
KiDS_DR3.0_178.0_-1.5_u_sci.fits,u,1.03275
KiDS_DR3.0_178.5_-2.5_g_sci.fits,g,1.13127
KiDS_DR3.0_178.5_2.5_g_sci.fits,g,1.17049
KiDS_DR3.0_178.5_-2.5_i_sci.fits,i,0.77945
KiDS_DR3.0_178.5_2.5_i_sci.fits,i,0.9772
KiDS_DR3.0_178.5_-2.5_r_sci.fits,r,0.7583
KiDS_DR3.0_178.5_2.5_r_sci.fits,r,0.6646
KiDS_DR3.0_178.5_-2.5_u_sci.fits,u,1.06016
KiDS_DR3.0_178.5_2.5_u_sci.fits,u,1.01213
KiDS_DR3.0_179.5_-2.5_g_sci.fits,g,1.00253
KiDS_DR3.0_179.5_2.5_g_sci.fits,g,0.61057
KiDS_DR3.0_179.5_-2.5_i_sci.fits,i,1.13082
KiDS_DR3.0_179.5_2.5_i_sci.fits,i,1.00817
KiDS_DR3.0_179.5_-2.5_r_sci.fits,r,0.65922
KiDS_DR3.0_179.5_2.5_r_sci.fits,r,0.64916
KiDS_DR3.0_179.5_-2.5_u_sci.fits,u,1.10033
KiDS_DR3.0_179.5_2.5_u_sci.fits,u,1.07595
KiDS_DR3.0_180.0_0.5_g_sci.fits,g,0.7597
KiDS_DR3.0_180.0_0.5_i_sci.fits,i,0.93113
KiDS_DR3.0_180.0_0.5_r_sci.fits,r,0.71743
KiDS_DR3.0_180.0_0.5_u_sci.fits,u,0.9506
KiDS_DR3.0_180.5_-2.5_g_sci.fits,g,0.89833
KiDS_DR3.0_180.5_2.5_g_sci.fits,g,0.76314
KiDS_DR3.0_180.5_-2.5_i_sci.fits,i,0.98524
KiDS_DR3.0_180.5_2.5_i_sci.fits,i,0.82555
KiDS_DR3.0_180.5_-2.5_r_sci.fits,r,0.81503
KiDS_DR3.0_180.5_2.5_r_sci.fits,r,0.60894
KiDS_DR3.0_180.5_-2.5_u_sci.fits,u,0.94083
KiDS_DR3.0_180.5_2.5_u_sci.fits,u,1.08
KiDS_DR3.0_181.0_-0.5_g_sci.fits,g,0.81797
KiDS_DR3.0_181.0_-0.5_i_sci.fits,i,0.76446
KiDS_DR3.0_181.0_-0.5_r_sci.fits,r,0.7978
KiDS_DR3.0_181.0_-0.5_u_sci.fits,u,1.12982
KiDS_DR3.0_181.0_1.5_g_sci.fits,g,0.68632
KiDS_DR3.0_181.0_1.5_i_sci.fits,i,0.83731
KiDS_DR3.0_181.0_1.5_r_sci.fits,r,0.5735
KiDS_DR3.0_181.0_1.5_u_sci.fits,u,0.90531
KiDS_DR3.0_181.5_-2.5_g_sci.fits,g,1.12042
KiDS_DR3.0_181.5_2.5_g_sci.fits,g,0.74407
KiDS_DR3.0_181.5_-2.5_i_sci.fits,i,0.92863
KiDS_DR3.0_181.5_2.5_i_sci.fits,i,0.88401
KiDS_DR3.0_181.5_-2.5_r_sci.fits,r,0.64987
KiDS_DR3.0_181.5_2.5_r_sci.fits,r,0.61721
KiDS_DR3.0_181.5_-2.5_u_sci.fits,u,0.87514
KiDS_DR3.0_181.5_2.5_u_sci.fits,u,1.05817
KiDS_DR3.0_182.0_-0.5_g_sci.fits,g,0.74711
KiDS_DR3.0_182.0_0.5_g_sci.fits,g,0.78306
KiDS_DR3.0_182.0_-0.5_i_sci.fits,i,0.95591
KiDS_DR3.0_182.0_0.5_i_sci.fits,i,0.99342
KiDS_DR3.0_182.0_-0.5_r_sci.fits,r,0.48447
KiDS_DR3.0_182.0_0.5_r_sci.fits,r,0.6438
KiDS_DR3.0_182.0_-0.5_u_sci.fits,u,1.1417
KiDS_DR3.0_182.0_0.5_u_sci.fits,u,1.11619
KiDS_DR3.0_182.5_-2.5_g_sci.fits,g,0.72093
KiDS_DR3.0_182.5_2.5_g_sci.fits,g,0.84871
KiDS_DR3.0_182.5_-2.5_i_sci.fits,i,0.8905
KiDS_DR3.0_182.5_2.5_i_sci.fits,i,0.70988
KiDS_DR3.0_182.5_-2.5_r_sci.fits,r,0.76057
KiDS_DR3.0_182.5_2.5_r_sci.fits,r,0.81293
KiDS_DR3.0_182.5_-2.5_u_sci.fits,u,0.99626
KiDS_DR3.0_182.5_2.5_u_sci.fits,u,1.27671
KiDS_DR3.0_183.0_-1.5_g_sci.fits,g,0.84954
KiDS_DR3.0_183.0_-1.5_i_sci.fits,i,1.03056
KiDS_DR3.0_183.0_-1.5_r_sci.fits,r,0.61632
KiDS_DR3.0_183.0_-1.5_u_sci.fits,u,1.01458
KiDS_DR3.0_183.5_-2.5_g_sci.fits,g,0.89393
KiDS_DR3.0_183.5_2.5_g_sci.fits,g,1.02192
KiDS_DR3.0_183.5_-2.5_i_sci.fits,i,0.91942
KiDS_DR3.0_183.5_2.5_i_sci.fits,i,0.73317
KiDS_DR3.0_183.5_-2.5_r_sci.fits,r,0.7255
KiDS_DR3.0_183.5_2.5_r_sci.fits,r,0.88009
KiDS_DR3.0_183.5_-2.5_u_sci.fits,u,1.02053
KiDS_DR3.0_183.5_2.5_u_sci.fits,u,0.9285
KiDS_DR3.0_184.5_-2.5_g_sci.fits,g,0.84287
KiDS_DR3.0_184.5_2.5_g_sci.fits,g,0.69442
KiDS_DR3.0_184.5_-2.5_i_sci.fits,i,0.72148
KiDS_DR3.0_184.5_2.5_i_sci.fits,i,0.7274
KiDS_DR3.0_184.5_-2.5_r_sci.fits,r,0.72011
KiDS_DR3.0_184.5_2.5_r_sci.fits,r,0.79012
KiDS_DR3.0_184.5_-2.5_u_sci.fits,u,0.72289
KiDS_DR3.0_184.5_2.5_u_sci.fits,u,0.89226
KiDS_DR3.0_185.5_-2.5_g_sci.fits,g,0.67548
KiDS_DR3.0_185.5_2.5_g_sci.fits,g,0.89956
KiDS_DR3.0_185.5_-2.5_i_sci.fits,i,0.77572
KiDS_DR3.0_185.5_2.5_i_sci.fits,i,0.78192
KiDS_DR3.0_185.5_-2.5_r_sci.fits,r,0.77945
KiDS_DR3.0_185.5_2.5_r_sci.fits,r,0.55243
KiDS_DR3.0_185.5_-2.5_u_sci.fits,u,0.79823
KiDS_DR3.0_185.5_2.5_u_sci.fits,u,1.08662
KiDS_DR3.0_186.0_-1.5_g_sci.fits,g,0.73412
KiDS_DR3.0_186.0_-1.5_i_sci.fits,i,1.06236
KiDS_DR3.0_186.0_-1.5_r_sci.fits,r,0.85101
KiDS_DR3.0_186.0_-1.5_u_sci.fits,u,1.20487
KiDS_DR3.0_186.5_-2.5_g_sci.fits,g,0.79335
KiDS_DR3.0_186.5_2.5_g_sci.fits,g,0.96051
KiDS_DR3.0_186.5_-2.5_i_sci.fits,i,0.71899
KiDS_DR3.0_186.5_2.5_i_sci.fits,i,0.70456
KiDS_DR3.0_186.5_-2.5_r_sci.fits,r,0.64378
KiDS_DR3.0_186.5_2.5_r_sci.fits,r,0.63389
KiDS_DR3.0_186.5_-2.5_u_sci.fits,u,1.26061
KiDS_DR3.0_186.5_2.5_u_sci.fits,u,1.05219
KiDS_DR3.0_187.0_0.5_g_sci.fits,g,1.07914
KiDS_DR3.0_187.0_0.5_i_sci.fits,i,0.89476
KiDS_DR3.0_187.0_0.5_r_sci.fits,r,0.602
KiDS_DR3.0_187.0_0.5_u_sci.fits,u,1.07235
KiDS_DR3.0_187.0_-1.5_g_sci.fits,g,0.84666
KiDS_DR3.0_187.0_1.5_g_sci.fits,g,0.95043
KiDS_DR3.0_187.0_-1.5_i_sci.fits,i,0.61779
KiDS_DR3.0_187.0_1.5_i_sci.fits,i,0.74359
KiDS_DR3.0_187.0_-1.5_r_sci.fits,r,0.7826
KiDS_DR3.0_187.0_1.5_r_sci.fits,r,0.766
KiDS_DR3.0_187.0_-1.5_u_sci.fits,u,1.19015
KiDS_DR3.0_187.0_1.5_u_sci.fits,u,0.9524
KiDS_DR3.0_187.5_-2.5_g_sci.fits,g,0.95826
KiDS_DR3.0_187.5_2.5_g_sci.fits,g,1.08531
KiDS_DR3.0_187.5_-2.5_i_sci.fits,i,0.51656
KiDS_DR3.0_187.5_2.5_i_sci.fits,i,0.61422
KiDS_DR3.0_187.5_-2.5_r_sci.fits,r,0.65425
KiDS_DR3.0_187.5_2.5_r_sci.fits,r,0.59317
KiDS_DR3.0_187.5_-2.5_u_sci.fits,u,0.77002
KiDS_DR3.0_187.5_2.5_u_sci.fits,u,1.0007
KiDS_DR3.0_188.0_-0.5_g_sci.fits,g,0.79618
KiDS_DR3.0_188.0_0.5_g_sci.fits,g,0.77169
KiDS_DR3.0_188.0_-0.5_i_sci.fits,i,0.61799
KiDS_DR3.0_188.0_0.5_i_sci.fits,i,0.575
KiDS_DR3.0_188.0_-0.5_r_sci.fits,r,0.90042
KiDS_DR3.0_188.0_0.5_r_sci.fits,r,0.84958
KiDS_DR3.0_188.0_-0.5_u_sci.fits,u,0.88886
KiDS_DR3.0_188.0_0.5_u_sci.fits,u,1.18675
KiDS_DR3.0_189.0_-0.5_g_sci.fits,g,0.78621
KiDS_DR3.0_189.0_-0.5_i_sci.fits,i,1.26378
KiDS_DR3.0_189.0_-0.5_r_sci.fits,r,0.77452
KiDS_DR3.0_189.0_-0.5_u_sci.fits,u,1.06341
KiDS_DR3.0_19.2_-34.1_g_sci.fits,g,0.91068
KiDS_DR3.0_19.2_-34.1_i_sci.fits,i,0.9311
KiDS_DR3.0_19.2_-34.1_r_sci.fits,r,0.65896
KiDS_DR3.0_19.2_-34.1_u_sci.fits,u,0.84158
KiDS_DR3.0_197.0_-0.5_g_sci.fits,g,1.13024
KiDS_DR3.0_197.0_-0.5_i_sci.fits,i,0.917
KiDS_DR3.0_197.0_-0.5_r_sci.fits,r,0.71778
KiDS_DR3.0_197.0_-0.5_u_sci.fits,u,0.85713
KiDS_DR3.0_206.0_0.5_g_sci.fits,g,0.81793
KiDS_DR3.0_206.0_0.5_i_sci.fits,i,0.76715
KiDS_DR3.0_206.0_0.5_r_sci.fits,r,0.5938
KiDS_DR3.0_206.0_0.5_u_sci.fits,u,0.86706
KiDS_DR3.0_207.0_-0.5_g_sci.fits,g,1.20545
KiDS_DR3.0_207.0_-0.5_i_sci.fits,i,0.73805
KiDS_DR3.0_207.0_-0.5_r_sci.fits,r,0.64556
KiDS_DR3.0_207.0_-0.5_u_sci.fits,u,1.03261
KiDS_DR3.0_210.6_-2.5_g_sci.fits,g,0.68091
KiDS_DR3.0_210.6_2.5_g_sci.fits,g,0.8925
KiDS_DR3.0_210.6_-2.5_i_sci.fits,i,0.86481
KiDS_DR3.0_210.6_2.5_i_sci.fits,i,0.67689
KiDS_DR3.0_210.6_-2.5_r_sci.fits,r,0.72421
KiDS_DR3.0_210.6_2.5_r_sci.fits,r,0.54186
KiDS_DR3.0_210.6_-2.5_u_sci.fits,u,1.03828
KiDS_DR3.0_210.6_2.5_u_sci.fits,u,1.16008
KiDS_DR3.0_211.0_-0.5_g_sci.fits,g,1.05594
KiDS_DR3.0_211.0_0.5_g_sci.fits,g,1.0568
KiDS_DR3.0_211.0_-0.5_i_sci.fits,i,0.6533
KiDS_DR3.0_211.0_0.5_i_sci.fits,i,0.79369
KiDS_DR3.0_211.0_-0.5_r_sci.fits,r,0.6977
KiDS_DR3.0_211.0_0.5_r_sci.fits,r,0.57956
KiDS_DR3.0_211.0_-0.5_u_sci.fits,u,1.22557
KiDS_DR3.0_211.0_0.5_u_sci.fits,u,0.90986
KiDS_DR3.0_211.0_-1.5_g_sci.fits,g,0.75793
KiDS_DR3.0_211.0_1.5_g_sci.fits,g,0.79506
KiDS_DR3.0_211.0_-1.5_i_sci.fits,i,0.81422
KiDS_DR3.0_211.0_1.5_i_sci.fits,i,0.59232
KiDS_DR3.0_211.0_-1.5_r_sci.fits,r,0.61726
KiDS_DR3.0_211.0_1.5_r_sci.fits,r,0.78833
KiDS_DR3.0_211.0_-1.5_u_sci.fits,u,0.8571
KiDS_DR3.0_211.0_1.5_u_sci.fits,u,0.80439
KiDS_DR3.0_211.6_-2.5_g_sci.fits,g,0.87533
KiDS_DR3.0_211.6_2.5_g_sci.fits,g,0.90721
KiDS_DR3.0_211.6_-2.5_i_sci.fits,i,1.0883
KiDS_DR3.0_211.6_2.5_i_sci.fits,i,0.62593
KiDS_DR3.0_211.6_-2.5_r_sci.fits,r,0.78745
KiDS_DR3.0_211.6_2.5_r_sci.fits,r,0.60678
KiDS_DR3.0_211.6_-2.5_u_sci.fits,u,0.91641
KiDS_DR3.0_211.6_2.5_u_sci.fits,u,1.03479
KiDS_DR3.0_212.0_-0.5_g_sci.fits,g,0.76474
KiDS_DR3.0_212.0_-0.5_i_sci.fits,i,0.71206
KiDS_DR3.0_212.0_-0.5_r_sci.fits,r,0.73275
KiDS_DR3.0_212.0_-0.5_u_sci.fits,u,0.994
KiDS_DR3.0_212.6_-2.5_g_sci.fits,g,1.10712
KiDS_DR3.0_212.6_2.5_g_sci.fits,g,0.98086
KiDS_DR3.0_212.6_-2.5_i_sci.fits,i,0.64286
KiDS_DR3.0_212.6_2.5_i_sci.fits,i,0.72959
KiDS_DR3.0_212.6_-2.5_r_sci.fits,r,0.75135
KiDS_DR3.0_212.6_2.5_r_sci.fits,r,0.61398
KiDS_DR3.0_212.6_-2.5_u_sci.fits,u,0.83329
KiDS_DR3.0_212.6_2.5_u_sci.fits,u,0.85612
KiDS_DR3.0_213.0_-0.5_g_sci.fits,g,1.01714
KiDS_DR3.0_213.0_0.5_g_sci.fits,g,1.09909
KiDS_DR3.0_213.0_-0.5_i_sci.fits,i,0.64252
KiDS_DR3.0_213.0_0.5_i_sci.fits,i,1.11335
KiDS_DR3.0_213.0_-0.5_r_sci.fits,r,0.70483
KiDS_DR3.0_213.0_0.5_r_sci.fits,r,0.69135
KiDS_DR3.0_213.0_-0.5_u_sci.fits,u,0.75974
KiDS_DR3.0_213.0_0.5_u_sci.fits,u,1.05176
KiDS_DR3.0_213.0_-1.5_g_sci.fits,g,0.94096
KiDS_DR3.0_213.0_-1.5_i_sci.fits,i,0.69894
KiDS_DR3.0_213.0_-1.5_r_sci.fits,r,0.57823
KiDS_DR3.0_213.0_-1.5_u_sci.fits,u,1.0666
KiDS_DR3.0_213.6_-2.5_g_sci.fits,g,1.06727
KiDS_DR3.0_213.6_2.5_g_sci.fits,g,1.2892
KiDS_DR3.0_213.6_-2.5_i_sci.fits,i,0.52191
KiDS_DR3.0_213.6_2.5_i_sci.fits,i,0.92906
KiDS_DR3.0_213.6_-2.5_r_sci.fits,r,0.78207
KiDS_DR3.0_213.6_2.5_r_sci.fits,r,0.73351
KiDS_DR3.0_213.6_-2.5_u_sci.fits,u,1.27826
KiDS_DR3.0_213.6_2.5_u_sci.fits,u,1.05711
KiDS_DR3.0_214.0_-0.5_g_sci.fits,g,0.84167
KiDS_DR3.0_214.0_0.5_g_sci.fits,g,0.73404
KiDS_DR3.0_214.0_-0.5_i_sci.fits,i,1.2861
KiDS_DR3.0_214.0_0.5_i_sci.fits,i,0.74911
KiDS_DR3.0_214.0_-0.5_r_sci.fits,r,0.62579
KiDS_DR3.0_214.0_0.5_r_sci.fits,r,0.55542
KiDS_DR3.0_214.0_-0.5_u_sci.fits,u,1.20751
KiDS_DR3.0_214.0_0.5_u_sci.fits,u,1.06705
KiDS_DR3.0_214.0_-1.5_g_sci.fits,g,0.67711
KiDS_DR3.0_214.0_1.5_g_sci.fits,g,0.95499
